,Smiles,Targets,Molecule ChEMBL ID,EGFR,MAPK1,SRC,STAT3,0,BBB,SMILES,peso_molecular,logP,donadores_H,aceptores_H,violaciones
394,Cc1ccc(-n2c(=O)c3cnc(Nc4ccc(N5CCN(C)CC5)cc4)nc3n3c4ccccc4nc23)cc1,SRC P EGFR,CHEMBL270085,0.9377951622009276,0.0232063978910446,1700.0,0.5914010156138255,0.0,0.08,Cc1ccc(-n2c(=O)c3cnc(Nc4ccc(N5CCN(C)CC5)cc4)nc3n3c4ccccc4nc23)cc1,516.6090000000004,4.385420000000004,1.0,9.0,1.0
399,COc1cc(Nc2ncc3c(=O)n(-c4c(C)cccc4C)c4nc5ccccc5n4c3n2)ccc1N1CCN(C)CC1,SRC P EGFR,CHEMBL403522,0.950240969657898,0.1391012221574783,100.0,0.6415984956386351,0.0,0.59,COc1cc(Nc2ncc3c(=O)n(-c4c(C)cccc4C)c4nc5ccccc5n4c3n2)ccc1N1CCN(C)CC1,560.6620000000001,4.702440000000004,1.0,10.0,1.0
400,COc1cccc(-c2cn(-c3ccc(CCN(C)CCOP(=O)(O)CP(=O)(O)O)cc3)c3ncnc(N)c23)c1,SRC P EGFR,CHEMBL421025,0.9277135133743286,0.3249464333057403,310.0,0.0311634390744343,0.0,0.14,COc1cccc(-c2cn(-c3ccc(CCN(C)CCOP(=O)(O)CP(=O)(O)O)cc3)c3ncnc(N)c23)c1,575.4989999999999,3.4898000000000016,4.0,9.0,1.0
401,Cc1cc(-c2cc(O)ccc2Cl)cc2nnc(Nc3cccc(SCCN4CCCC4)c3)nc12,SRC P EGFR,CHEMBL3651276,0.9736154079437256,0.3648591637611389,3.4,0.1997139006841318,0.0,0.0233333333333333,Cc1cc(-c2cc(O)ccc2Cl)cc2nnc(Nc3cccc(SCCN4CCCC4)c3)nc12,492.04800000000034,6.290720000000004,2.0,7.0,1.0
402,Oc1cccc(Nc2nc(/C=C/c3cc4c(cc3Br)OCO4)nc3ccccc23)c1,SRC P EGFR,CHEMBL4436086,0.9362901449203492,0.089449904859066,897.0,0.9219860519031632,0.0,0.06,Oc1cccc(Nc2nc(/C=C/c3cc4c(cc3Br)OCO4)nc3ccccc23)c1,462.30300000000017,5.740600000000002,2.0,6.0,1.0
405,CCN(CC)CCCCNc1cc2nc(O)c(-c3c(Cl)cccc3Cl)cc2cn1,SRC P EGFR,CHEMBL104322,0.9010741114616394,0.6070570349693298,42.0,0.0537092320388525,0.0,0.37,CCN(CC)CCCCNc1cc2nc(O)c(-c3c(Cl)cccc3Cl)cc2cn1,433.38300000000015,5.843100000000005,2.0,5.0,1.0
409,Clc1cccc(CNc2[nH]nc3ncnc(Nc4cccc(Cl)c4)c23)c1,SRC P EGFR,CHEMBL333231,0.9685366749763488,0.1666692346334457,2090.0,0.7894162077070778,0.0,0.02,Clc1cccc(CNc2[nH]nc3ncnc(Nc4cccc(Cl)c4)c23)c1,385.2580000000001,5.015400000000001,3.0,5.0,1.0
411,Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3cccc(P(=O)(O)CP(=O)(O)O)c3)nc21,SRC P EGFR,CHEMBL106442,0.905343532562256,0.1636011004447937,77.0,0.1382642571847449,0.0,0.0,Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3cccc(P(=O)(O)CP(=O)(O)O)c3)nc21,555.2510000000001,4.076800000000004,4.0,7.0,1.0
419,C[C@H](/C=C\C(F)(F)F)Oc1cc(-c2cc(-c3cc(CN(C)C)cs3)cnc2N)ccc1C(N)=O,SRC P EGFR,CHEMBL2042135,0.906944215297699,0.6433877348899841,840.0,0.0132351316852195,0.0,0.13,C[C@H](/C=C\C(F)(F)F)Oc1cc(-c2cc(-c3cc(CN(C)C)cs3)cnc2N)ccc1C(N)=O,490.5510000000003,5.105600000000005,2.0,6.0,1.0
424,C=CC(=O)N1CCC[C@H]1C(=O)Nc1cc2c(Nc3cccc(Cl)c3F)ncnc2cc1OCCOC,SRC P EGFR,CHEMBL571040,0.997779130935669,0.5273298621177673,800.0,0.9441740574057406,0.0,0.01,C=CC(=O)N1CCC[C@H]1C(=O)Nc1cc2c(Nc3cccc(Cl)c3F)ncnc2cc1OCCOC,513.9570000000002,4.306600000000002,2.0,7.0,1.0
425,COc1cc2ncnc3c2cc1OCCCCCN(C)Cc1ccc(Br)cc1N3,SRC P EGFR,CHEMBL3109738,0.9879066348075868,0.1823624074459076,11.0,0.1558488681468408,0.0,0.05,COc1cc2ncnc3c2cc1OCCCCCN(C)Cc1ccc(Br)cc1N3,457.37200000000007,5.139000000000005,1.0,6.0,1.0
427,C=CC(=O)N1CCC(n2nc(C#Cc3cc(C(=O)Nc4ccc(CN5CCN(C)CC5)c(C(F)(F)F)c4)ccc3C)c3c(N)ncnc32)CC1,SRC P EGFR,CHEMBL3426233,0.9921954870224,0.5521571040153503,15.0,0.0090812886635387,0.0,0.06,C=CC(=O)N1CCC(n2nc(C#Cc3cc(C(=O)Nc4ccc(CN5CCN(C)CC5)c(C(F)(F)F)c4)ccc3C)c3c(N)ncnc32)CC1,685.7549999999999,4.484720000000003,2.0,9.0,1.0
431,Cc1cccc(-n2c(=O)c3cnc(Nc4ccc(N5CCN(C)CC5)cc4)nc3n3c4ccccc4nc23)c1,SRC P EGFR,CHEMBL409447,0.9239903688430786,0.0516946129500865,1000.0,0.7426400001540621,0.0,0.515,Cc1cccc(-n2c(=O)c3cnc(Nc4ccc(N5CCN(C)CC5)cc4)nc3n3c4ccccc4nc23)c1,516.6090000000004,4.385420000000003,1.0,9.0,1.0
440,COCCOc1cc2ncc(C#N)c(Nc3ccc(Cl)cc3Cl)c2cc1OCCOC,SRC P EGFR,CHEMBL123733,0.9092477560043336,0.0700706988573074,12.0,0.5286147711104485,0.0,0.01,COCCOc1cc2ncc(C#N)c(Nc3ccc(Cl)cc3Cl)c2cc1OCCOC,462.33300000000025,5.2072800000000035,1.0,7.0,1.0
445,CC1(C)CC(=O)c2c(nn(-c3ccc(O)cc3)c2-c2ccc(Cl)c(Cl)c2)C1,SRC P EGFR,CHEMBL1933734,0.9271479249000548,0.5037468075752258,66600.0,0.7592725958866717,0.0,0.2623333333333333,CC1(C)CC(=O)c2c(nn(-c3ccc(O)cc3)c2-c2ccc(Cl)c(Cl)c2)C1,401.2930000000001,5.706800000000004,1.0,4.0,1.0
450,Cc1cccc(C)c1-n1c(=O)c2cnc(Nc3ccc(OCCN4CCN(C)CC4)c(F)c3)nc2n2c3ccccc3nc12,SRC P EGFR,CHEMBL407516,0.9279571771621704,0.3504821360111236,160.0,0.3844284918516642,0.0,0.13,Cc1cccc(C)c1-n1c(=O)c2cnc(Nc3ccc(OCCN4CCN(C)CC4)c(F)c3)nc2n2c3ccccc3nc12,592.6790000000003,4.707340000000005,1.0,10.0,1.0
451,CN1CCN(Cc2ccc(NC(=O)c3ccc(Cl)c(C#Cc4cncc(N5CCOCC5)c4)c3)cc2C(F)(F)F)CC1,SRC P EGFR,CHEMBL4091628,0.909446120262146,0.6683734655380249,10.8,0.0039945073834337,0.0,0.27,CN1CCN(Cc2ccc(NC(=O)c3ccc(Cl)c(C#Cc4cncc(N5CCOCC5)c4)c3)cc2C(F)(F)F)CC1,598.0690000000003,4.989900000000005,1.0,6.0,1.0
452,Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3cccc(COCC(O)CO)c3)nc21,SRC P EGFR,CHEMBL566834,0.9205032587051392,0.6606800556182861,66.0,0.3264423042109644,0.0,0.15,Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3cccc(COCC(O)CO)c3)nc21,501.3700000000003,3.915700000000003,3.0,8.0,1.0
458,C[C@H](NC(=O)[C@H](Cc1ccc(OP(=O)(O)O)cc1)NC(=O)Cc1cccs1)c1nc(Cc2ccc(C(F)(F)F)cc2)no1,SRC P EGFR,CHEMBL133644,0.932669758796692,0.5517327785491943,143000.0,0.0013065607082922,0.0,0.0,C[C@H](NC(=O)[C@H](Cc1ccc(OP(=O)(O)O)cc1)NC(=O)Cc1cccs1)c1nc(Cc2ccc(C(F)(F)F)cc2)no1,638.5610000000003,4.359600000000004,4.0,8.0,1.0
464,Cc1cc(-c2cc(O)ccc2Cl)cc2nnc(Nc3cccc(OCCN4CCCC4)c3)nc12,SRC P EGFR,CHEMBL3651250,0.9302220940589904,0.331266313791275,1.8,0.1662798487381989,0.0,0.27,Cc1cc(-c2cc(O)ccc2Cl)cc2nnc(Nc3cccc(OCCN4CCCC4)c3)nc12,475.98000000000036,5.5774200000000045,2.0,7.0,1.0
470,Nc1nccn2c([C@@H]3CC[C@H]4CCC(=O)N4C3)nc(-c3ccc(C(=O)Nc4cc(C(F)(F)F)ccn4)cc3)c12,SRC P EGFR,CHEMBL4106978,0.9245096445083618,0.6719301342964172,33.0,0.0505706422823942,0.0,0.35,Nc1nccn2c([C@@H]3CC[C@H]4CCC(=O)N4C3)nc(-c3ccc(C(=O)Nc4cc(C(F)(F)F)ccn4)cc3)c12,535.5300000000001,4.5130000000000035,2.0,7.0,1.0
471,CC1(C(=O)N2CCC[C@@H](c3nc(-c4ccc(C(=O)Nc5cc(C(F)(F)F)ccn5)cc4F)c4c(N)nccn34)C2)COC1,SRC P EGFR,CHEMBL4799627,0.9555903077125548,0.9300940632820128,116.0,0.0168043500801517,0.0,0.17,CC1(C(=O)N2CCC[C@@H](c3nc(-c4ccc(C(=O)Nc5cc(C(F)(F)F)ccn5)cc4F)c4c(N)nccn34)C2)COC1,597.573,4.526200000000002,2.0,8.0,1.0
475,COc1cccc(Nc2nnc3cc(-c4c(Cl)cccc4Cl)cc(C)c3n2)c1,SRC P EGFR,CHEMBL3648028,0.9598100185394288,0.1003126427531242,189.0,0.6223262076596018,0.0,0.02,COc1cccc(Nc2nnc3cc(-c4c(Cl)cccc4Cl)cc(C)c3n2)c1,411.29200000000014,6.059220000000003,1.0,5.0,1.0
477,CN1CCN(c2ccc(Nc3ncc4nc(Nc5ccccc5)n(C5CCCC5)c4n3)cc2)CC1,SRC P EGFR,CHEMBL2178352,0.9856531023979188,0.0074879345484077,290.0,0.6099452998886036,0.0,0.1333333333333333,CN1CCN(c2ccc(Nc3ncc4nc(Nc5ccccc5)n(C5CCCC5)c4n3)cc2)CC1,468.6090000000003,5.180400000000004,2.0,8.0,1.0
479,COc1cnc(Cl)c(Nc2ncnc3cc(OCCCN4CCOCC4)cc(OC4CCOCC4)c23)c1,SRC P EGFR,CHEMBL369899,0.9163109064102172,0.14511239528656,7.0,0.3141143916041561,0.0,0.06,COc1cnc(Cl)c(Nc2ncnc3cc(OCCCN4CCOCC4)cc(OC4CCOCC4)c23)c1,530.0250000000005,4.089300000000003,1.0,10.0,1.0
481,COc1cc(Nc2c(C#N)cnc3cc(OC4CCN(C)CC4)c(OC)cc23)c(Cl)cc1Cl,SRC P EGFR,CHEMBL291297,0.9195498824119568,0.1066982746124267,230.0,0.6276700769341388,0.0,0.08,COc1cc(Nc2c(C#N)cnc3cc(OC4CCN(C)CC4)c(OC)cc23)c(Cl)cc1Cl,487.3870000000003,5.647080000000004,1.0,7.0,1.0
488,COc1cccc(-n2c(=O)c3cnc(Nc4ccc(N5CCN(C)CC5)cc4)nc3n3c4ccccc4nc23)c1,SRC P EGFR,CHEMBL260963,0.9656175971031188,0.0511021576821804,1900.0,0.7122676687629252,0.0,0.4466666666666667,COc1cccc(-n2c(=O)c3cnc(Nc4ccc(N5CCN(C)CC5)cc4)nc3n3c4ccccc4nc23)c1,532.6080000000003,4.085600000000003,1.0,10.0,1.0
491,COCC(=O)N1CCC[C@@H](c2nc(-c3ccc(C(=O)Nc4cc(C(F)(F)F)ccn4)cc3F)c3c(N)nccn23)C1,SRC P MAPK1,CHEMBL4076024,0.9243625998497008,0.915675401687622,55.0,0.0548217312182714,0.0,0.01,COCC(=O)N1CCC[C@@H](c2nc(-c3ccc(C(=O)Nc4cc(C(F)(F)F)ccn4)cc3F)c3c(N)nccn23)C1,571.535,4.1361000000000026,2.0,8.0,1.0
496,Cc1c(-c2c(F)cc(C(N)=O)c3[nH]c4c(c23)CC[C@H](C(C)(C)O)C4)cccc1-n1c(=O)c2cccc(F)c2n(C)c1=O,SRC P MAPK1,CHEMBL3900554,0.8799834847450256,0.9020884037017822,1100.0,0.233064316895208,0.0,0.4223333333333333,Cc1c(-c2c(F)cc(C(N)=O)c3[nH]c4c(c23)CC[C@H](C(C)(C)O)C4)cccc1-n1c(=O)c2cccc(F)c2n(C)c1=O,572.6120000000001,4.399020000000004,3.0,6.0,1.0
501,CNS(=O)(=O)c1ccc2c(c1)/C(=C/c1[nH]c3c(c1CCCN1CCN(CC(=O)O)CC1)CCCC3)C(=O)N2,SRC P MAPK1,CHEMBL292930,0.0721403211355209,0.907776176929474,20.0,0.0097650784046998,0.0,0.05,CNS(=O)(=O)c1ccc2c(c1)/C(=C/c1[nH]c3c(c1CCCN1CCN(CC(=O)O)CC1)CCCC3)C(=O)N2,541.6740000000005,1.9291000000000003,4.0,6.0,1.0
512,CCOP(=O)(O)c1cc(CC(NC(C)=O)C(=O)N[C@@H](C)c2ccc(OCC3CCCCC3)c(C(N)=O)c2)ccc1OCC(=O)O,SRC P MAPK1,CHEMBL308734,0.8242518305778503,0.921570360660553,7300.0,0.0033090694215973,0.0,0.5,CCOP(=O)(O)c1cc(CC(NC(C)=O)C(=O)N[C@@H](C)c2ccc(OCC3CCCCC3)c(C(N)=O)c2)ccc1OCC(=O)O,647.6620000000004,2.9798,5.0,8.0,1.0
513,CCS(=O)(=O)c1ccc2c(c1)/C(=C/c1[nH]c3c(c1CCCN1CCN(C(=O)CO)CC1)CCCC3)C(=O)N2,SRC P MAPK1,CHEMBL56454,0.1494458615779876,0.9649418592453004,220.0,0.0022129198765692,0.0,0.045,CCS(=O)(=O)c1ccc2c(c1)/C(=C/c1[nH]c3c(c1CCCN1CCN(C(=O)CO)CC1)CCCC3)C(=O)N2,540.6860000000006,2.2489,3.0,6.0,1.0
516,CCOC(=O)CN1CCN(CCCc2c(/C=C3\C(=O)Nc4ccc(S(=O)(=O)NC)cc43)[nH]c3c2CCCC3)CC1,SRC P MAPK1,CHEMBL291759,0.0971169620752334,0.9364940524101256,900.0,0.0047300766280644,0.0,0.07,CCOC(=O)CN1CCN(CCCc2c(/C=C3\C(=O)Nc4ccc(S(=O)(=O)NC)cc43)[nH]c3c2CCCC3)CC1,569.728,2.4076000000000013,3.0,7.0,1.0
517,CNS(=O)(=O)c1ccc2c(c1)/C(=C/c1[nH]c3c(c1CCCN1CCN(CCO)CC1)CCCC3)C(=O)N2,SRC P MAPK1,CHEMBL56109,0.0999421775341034,0.9317950010299684,30.0,0.0073831573013368,0.0,0.04,CNS(=O)(=O)c1ccc2c(c1)/C(=C/c1[nH]c3c(c1CCCN1CCN(CCO)CC1)CCCC3)C(=O)N2,527.6910000000006,1.8367999999999993,4.0,6.0,1.0
522,CCS(=O)(=O)c1ccc2c(c1)/C(=C/c1[nH]c3c(c1CCCN1CCN(CC(=O)O)CC1)CCCC3)C(=O)N2,SRC P MAPK1,CHEMBL300853,0.0913772508502006,0.9276462197303772,70.0,0.006658393257664,0.0,0.06,CCS(=O)(=O)c1ccc2c(c1)/C(=C/c1[nH]c3c(c1CCCN1CCN(CC(=O)O)CC1)CCCC3)C(=O)N2,540.6860000000006,2.8146000000000013,3.0,6.0,1.0
526,CNS(=O)(=O)c1ccc2c(c1)/C(=C/c1[nH]c3c(c1CCC(=O)N1CCN(C)CC1)CCCC3)C(=O)N2,SRC P MAPK1,CHEMBL291534,0.0798066034913063,0.9220871329307556,300.0,0.0235904406238922,0.0,0.16,CNS(=O)(=O)c1ccc2c(c1)/C(=C/c1[nH]c3c(c1CCC(=O)N1CCN(C)CC1)CCCC3)C(=O)N2,511.64800000000054,2.0008999999999997,3.0,5.0,1.0
528,CNS(=O)(=O)c1ccc2c(c1)/C(=C/c1[nH]c3c(c1CCCN1CCN(C(C)=O)CC1)CCCC3)C(=O)N2,SRC P MAPK1,CHEMBL293319,0.1084355488419532,0.936997890472412,300.0,0.0040788943627583,0.0,0.47,CNS(=O)(=O)c1ccc2c(c1)/C(=C/c1[nH]c3c(c1CCCN1CCN(C(C)=O)CC1)CCCC3)C(=O)N2,525.6750000000006,2.390999999999999,3.0,5.0,1.0
531,Cc1c(-c2cc(Nc3cc4n(n3)CCN(C)C4)c(=O)[nH]n2)ccc(F)c1NC(=O)c1cc2ccccc2s1,SRC P MAPK1,CHEMBL3746293,0.3574753701686859,0.9146564602851868,924.0,0.0435186445867061,0.0,0.13,Cc1c(-c2cc(Nc3cc4n(n3)CCN(C)C4)c(=O)[nH]n2)ccc(F)c1NC(=O)c1cc2ccccc2s1,529.6010000000001,4.736920000000003,3.0,8.0,1.0
538,CN(C)CCCc1c(/C=C2\C(=O)Nc3ccc(-c4ccccc4)cc32)[nH]c2c1CCCC2,SRC P MAPK1,CHEMBL292929,0.1216534152626991,0.9623770713806152,2300.0,0.0112583950156653,0.0,0.0,CN(C)CCCc1c(/C=C2\C(=O)Nc3ccc(-c4ccccc4)cc32)[nH]c2c1CCCC2,425.57600000000025,5.547400000000005,2.0,2.0,1.0
540,CCS(=O)(=O)c1ccc2c(c1)/C(=C/c1[nH]c3c(c1CCCN1CCN(CCO)CC1)CCCC3)C(=O)N2,SRC P MAPK1,CHEMBL57143,0.1249042972922325,0.9465965628623962,1700.0,0.0050304125815973,0.0,0.265,CCS(=O)(=O)c1ccc2c(c1)/C(=C/c1[nH]c3c(c1CCCN1CCN(CCO)CC1)CCCC3)C(=O)N2,526.7030000000007,2.7223000000000006,3.0,6.0,1.0
541,CCC(=O)N1CCN(CCCc2c(/C=C3\C(=O)Nc4ccc(S(=O)(=O)NC)cc43)[nH]c3c2CCCC3)CC1,SRC P MAPK1,CHEMBL57467,0.1387301087379455,0.9370429515838624,300.0,0.002964597977209,0.0,0.115,CCC(=O)N1CCN(CCCc2c(/C=C3\C(=O)Nc4ccc(S(=O)(=O)NC)cc43)[nH]c3c2CCCC3)CC1,539.7020000000002,2.7811000000000003,3.0,5.0,1.0
544,CCC(=O)N1CCN(CCCc2c(/C=C3\C(=O)Nc4ccc(S(=O)(=O)CC)cc43)[nH]c3c2CCCC3)CC1,SRC P MAPK1,CHEMBL294466,0.1599025279283523,0.9385823011398317,800.0,0.0032619698747592,0.0,0.08,CCC(=O)N1CCN(CCCc2c(/C=C3\C(=O)Nc4ccc(S(=O)(=O)CC)cc43)[nH]c3c2CCCC3)CC1,538.7140000000003,3.6666000000000025,2.0,5.0,1.0
547,CCS(=O)(=O)c1ccc2c(c1)/C(=C/c1[nH]c3c(c1CCC(=O)N1CCN(C)CC1)CCCC3)C(=O)N2,SRC P MAPK1,CHEMBL294668,0.1014396101236343,0.9381720423698424,500.0,0.0161570887175127,0.0,0.32,CCS(=O)(=O)c1ccc2c(c1)/C(=C/c1[nH]c3c(c1CCC(=O)N1CCN(C)CC1)CCCC3)C(=O)N2,510.66000000000054,2.886400000000002,2.0,5.0,1.0
551,O=C(Cc1ccccc1)N[C@@H](Cc1ccc(OP(=O)(O)O)cc1)C(=O)N[C@@H](CO)c1nc(Cc2ccc(Cl)c(Cl)c2)no1,SRC P MAPK1,CHEMBL337451,0.6847804188728333,0.907123565673828,35000.0,0.0067836404307081,0.0,0.1,O=C(Cc1ccccc1)N[C@@H](Cc1ccc(OP(=O)(O)O)cc1)C(=O)N[C@@H](CO)c1nc(Cc2ccc(Cl)c(Cl)c2)no1,649.4240000000001,3.558500000000002,5.0,8.0,1.0
552,CNS(=O)(=O)c1ccc2c(c1)/C(=C/c1[nH]c3c(c1CCCN1CCN(C(=O)CO)CC1)CCCC3)C(=O)N2,SRC P MAPK1,CHEMBL291914,0.1188243255019187,0.955485224723816,400.0,0.0032522189218386,0.0,0.3466666666666666,CNS(=O)(=O)c1ccc2c(c1)/C(=C/c1[nH]c3c(c1CCCN1CCN(C(=O)CO)CC1)CCCC3)C(=O)N2,541.6740000000005,1.3634000000000002,4.0,6.0,1.0
554,CC1(C(=O)N2CCC[C@@H](c3nc(-c4ccc(C(=O)Nc5cc(C(F)(F)F)ccn5)cc4F)c4c(N)nccn34)C2)COC1,SRC P MAPK1,CHEMBL4799627,0.9555903077125548,0.9300940632820128,116.0,0.0168043500801517,0.0,0.17,CC1(C(=O)N2CCC[C@@H](c3nc(-c4ccc(C(=O)Nc5cc(C(F)(F)F)ccn5)cc4F)c4c(N)nccn34)C2)COC1,597.573,4.526200000000002,2.0,8.0,1.0
556,CCS(=O)(=O)c1ccc2c(c1)/C(=C/c1[nH]c3c(c1CCCN1CCN(C(C)=O)CC1)CCCC3)C(=O)N2,SRC P MAPK1,CHEMBL59538,0.1381569504737854,0.951087772846222,400.0,0.0027761536285324,0.0,0.1608333333333333,CCS(=O)(=O)c1ccc2c(c1)/C(=C/c1[nH]c3c(c1CCCN1CCN(C(C)=O)CC1)CCCC3)C(=O)N2,524.6870000000006,3.276500000000002,2.0,5.0,1.0
557,CN(C)CCCc1c(/C=C2\C(=O)Nc3ccc(S(=O)(=O)NCc4ccc(F)cc4)cc32)[nH]c2c1CCCC2,SRC P MAPK1,CHEMBL301863,0.0630558580160141,0.9697138667106628,1200.0,0.0061103404565151,0.0,0.12,CN(C)CCCc1c(/C=C2\C(=O)Nc3ccc(S(=O)(=O)NCc4ccc(F)cc4)cc32)[nH]c2c1CCCC2,536.6730000000001,4.498000000000003,3.0,4.0,1.0
563,CC(c1cc2cc(-c3cnn(C)c3)cnc2cc1F)n1nnc2ncc(-c3cnn(CCO)c3)nc21,SRC P MAPK1,CHEMBL4074262,0.663023829460144,0.912041187286377,17056.0,0.4505838029747249,0.0,0.02,CC(c1cc2cc(-c3cnn(C)c3)cnc2cc1F)n1nnc2ncc(-c3cnn(CCO)c3)nc21,484.4990000000002,2.7742000000000004,1.0,11.0,1.0
567,Oc1cccc(Nc2nc(/C=C/c3cc4c(cc3Br)OCO4)nc3ccccc23)c1,SRC P STAT3,CHEMBL4436086,0.9362901449203492,0.089449904859066,897.0,0.9219860519031632,0.0,0.06,Oc1cccc(Nc2nc(/C=C/c3cc4c(cc3Br)OCO4)nc3ccccc23)c1,462.30300000000017,5.740600000000002,2.0,6.0,1.0
568,C=CC(=O)N1CCC[C@H]1C(=O)Nc1cc2c(Nc3cccc(Cl)c3F)ncnc2cc1OCCOC,SRC P STAT3,CHEMBL571040,0.997779130935669,0.5273298621177673,800.0,0.9441740574057406,0.0,0.01,C=CC(=O)N1CCC[C@H]1C(=O)Nc1cc2c(Nc3cccc(Cl)c3F)ncnc2cc1OCCOC,513.9570000000002,4.306600000000002,2.0,7.0,1.0
571,CC(=O)OC(C)(C)/C=C/C(=O)[C@](C)(O)[C@H]1[C@H](O)C[C@@]2(C)[C@@H]3CC=C4[C@H](C[C@H](O)C(=O)C4(C)C)[C@]3(C)C(=O)C[C@]12C,STAT3 P EGFR,CHEMBL507237,0.9442200660705566,0.7552157640457153,0.325,3000.0,0.0,0.41,CC(=O)OC(C)(C)/C=C/C(=O)[C@](C)(O)[C@H]1[C@H](O)C[C@@]2(C)[C@@H]3CC=C4[C@H](C[C@H](O)C(=O)C4(C)C)[C@]3(C)C(=O)C[C@]12C,558.7120000000002,3.4993000000000016,3.0,8.0,1.0
573,Cc1n[nH]c2ccc(-c3cc(N[C@@H](CO)c4ccccc4)cnc3-c3ccc(F)cc3O)cc12,SRC EGFR P MAPK1,CHEMBL4075917,8.1,0.9651153087615968,6.0,0.3277540330122966,0.0,0.1166666666666666,Cc1n[nH]c2ccc(-c3cc(N[C@@H](CO)c4ccccc4)cnc3-c3ccc(F)cc3O)cc12,454.50500000000017,5.590520000000004,4.0,5.0,1.0
578,CN1CCN(Cc2ccc(-c3cnc4[nH]cc(-c5ccc6[nH]ccc6c5)c4c3)cc2)CC1,SRC MAPK1 P EGFR,CHEMBL2436978,0.91496080160141,6290.0,4330.0,0.1539116156446295,0.0,0.41,CN1CCN(Cc2ccc(-c3cnc4[nH]cc(-c5ccc6[nH]ccc6c5)c4c3)cc2)CC1,421.5480000000002,5.125600000000004,2.0,3.0,1.0
579,Cc1n[nH]c2ccc(-c3cc(N[C@@H](CO)c4ccccc4)cnc3-c3cc(F)ccc3O)cc12,SRC MAPK1 P EGFR,CHEMBL4062877,0.9314149618148804,574.7,5.7,0.3766148915021579,0.0,0.1333333333333333,Cc1n[nH]c2ccc(-c3cc(N[C@@H](CO)c4ccccc4)cnc3-c3cc(F)ccc3O)cc12,454.50500000000017,5.590520000000005,4.0,5.0,1.0
